customer_id,first_name,last_name,email,signup_date,country,city,acquisition_channel
1500,Mary,Nelson,mary.nelson@yahoo.com,2024-01-20,United Kingdom,Leeds,social_media
1501,Amanda,Wilson,amanda.wilson@icloud.com,2024-09-30,Australia,Brisbane,email
1502,Christine,Martinez,christine.martinez@icloud.com,2024-03-24,United States,Chicago,direct
1503,Stephanie,Lewis,stephanie.lewis@icloud.com,2024-01-20,United Kingdom,Leeds,organic_search
1504,Jason,Hernandez,jason.hernandez@outlook.com,2023-10-29,India,Mumbai,social_media
1505,Susan,Mitchell,susan.mitchell@gmail.com,2024-01-19,United States,Denver,paid_search
1506,Jacob,Nelson,jacob.nelson@icloud.com,2023-08-31,United Kingdom,Birmingham,direct
1507,David,Thompson,david.thompson@hotmail.com,2025-10-25,United States,Seattle,social_media
1508,Kevin,Brown,kevin.brown@hotmail.com,2023-04-11,United States,Los Angeles,email
1509,Maria,Ramirez,maria.ramirez@yahoo.com,2023-12-28,United States,Seattle,social_media
1510,Anna,Hill,anna.hill@hotmail.com,2023-04-13,United Kingdom,,email
1511,Joseph,Anderson,joseph.anderson2@gmail.com,2024-06-29,Brazil,Brasilia,paid_search
1512,Jonathan,Miller,jonathan.miller@outlook.com,2025-04-08,United States,Boston,paid_search
1513,Richard,Anderson,richard.anderson@outlook.com,2024-02-21,United Kingdom,Manchester,paid_search
1514,Paul,Rivera,paul.rivera@icloud.com,2023-07-13,United States,New York,organic_search
1515,Carolyn,Flores,carolyn.flores@hotmail.com,2023-12-15,Australia,Melbourne,paid_search
1516,William,Hernandez,william.hernandez@yahoo.com,2023-10-18,United States,Denver,affiliate
1517,Debra,Walker,debra.walker@hotmail.com,2024-06-24,United States,Chicago,direct
1518,Nancy,Baker,nancy.baker@gmail.com,2023-01-03,Canada,Calgary,social_media
1519,Ashley,Walker,ashley.walker@gmail.com,2024-08-18,United States,New York,direct
1520,Anna,Allen,anna.allen@yahoo.com,2023-07-24,Australia,Sydney,paid_search
1521,Jack,Perez,jack.perez@hotmail.com,2024-06-11,United Kingdom,Birmingham,email
1522,Steven,White,steven.white@hotmail.com,2024-09-08,United States,Austin,email
1523,Eric,Roberts,eric.roberts@icloud.com,2025-11-29,United Kingdom,Birmingham,referral
1524,John,Martinez,john.martinez@hotmail.com,2023-10-18,Netherlands,Utrecht,paid_search
1525,Patricia,Thomas,patricia.thomas@icloud.com,2025-01-06,Australia,Perth,organic_search
1526,Barbara,Gonzalez,barbara.gonzalez@hotmail.com,2025-07-09,Germany,Hamburg,affiliate
1527,Anna,Lopez,anna.lopez@outlook.com,2024-11-09,India,,paid_search
1528,Sharon,Moore,sharon.moore@outlook.com,2025-12-01,United States,Boston,email
1529,Brandon,Davis,brandon.davis@hotmail.com,2024-08-13,France,Marseille,organic_search
1530,Mary,Young,mary.young3@outlook.com,2023-11-30,United States,Phoenix,paid_search
1531,Paul,Jones,paul.jones@outlook.com,2024-03-21,United States,New York,paid_search
1532,Nicole,Davis,nicole.davis@gmail.com,2025-05-31,United Kingdom,London,paid_search
1533,James,Brown,james.brown@outlook.com,2025-10-25,United States,Phoenix,email
1534,Jerry,Scott,jerry.scott@yahoo.com,2023-10-20,India,Bangalore,affiliate
1535,Betty,Ramirez,betty.ramirez@icloud.com,2024-03-24,India,Bangalore,organic_search
1536,Melissa,Thomas,melissa.thomas@hotmail.com,2024-06-19,United Kingdom,London,direct
1537,Scott,Martin,scott.martin@yahoo.com,2023-10-13,Canada,Montreal,email
1538,Betty,Taylor,betty.taylor@yahoo.com,2024-09-08,United Kingdom,Manchester,paid_search
1539,Joshua,Torres,joshua.torres@hotmail.com,2025-06-13,Canada,Calgary,organic_search
1540,Anna,Lewis,anna.lewis@outlook.com,2025-01-02,United Kingdom,Bristol,social_media
1541,Jason,Robinson,jason.robinson@hotmail.com,2023-02-26,Mexico,Guadalajara,direct
1542,Patricia,Roberts,patricia.roberts@hotmail.com,2024-09-11,United States,Chicago,referral
1543,Justin,Allen,justin.allen@outlook.com,2024-08-23,United States,,organic_search
1544,Ronald,Rodriguez,ronald.rodriguez@hotmail.com,2025-11-26,Germany,Frankfurt,social_media
1545,Michael,Garcia,michael.garcia@gmail.com,2024-11-13,United States,Los Angeles,social_media
1546,Donna,Torres,donna.torres@hotmail.com,2023-09-06,Germany,Berlin,referral
1547,Gregory,Allen,gregory.allen@gmail.com,2025-10-11,Australia,Melbourne,organic_search
1548,Gregory,Green,gregory.green@yahoo.com,2023-01-14,United States,Phoenix,referral
1549,Samantha,Hall,samantha.hall@yahoo.com,2023-11-10,United States,New York,email
1550,Jessica,King,jessica.king@gmail.com,2025-08-28,United States,Los Angeles,organic_search
1551,Nicholas,Lewis,nicholas.lewis@hotmail.com,2024-09-06,United States,Los Angeles,social_media
1552,Lisa,Thomas,lisa.thomas@icloud.com,2025-06-18,United States,Boston,direct
1553,Brandon,Davis,brandon.davis2@gmail.com,2023-10-18,Germany,,referral
1554,Frank,Thomas,frank.thomas@yahoo.com,2024-02-15,United Kingdom,Bristol,social_media
1555,Donna,Jackson,donna.jackson@gmail.com,2025-01-22,India,Hyderabad,email
1556,Ronald,Harris,ronald.harris@gmail.com,2023-10-31,United Kingdom,Leeds,organic_search
1557,Ryan,Davis,ryan.davis@icloud.com,2024-09-12,United States,Boston,organic_search
1558,Christine,Nelson,christine.nelson@icloud.com,2023-10-13,United Kingdom,Birmingham,social_media
1559,Patrick,Robinson,patrick.robinson@outlook.com,2025-01-02,United States,Chicago,social_media
1560,Nicholas,Wilson,nicholas.wilson@outlook.com,2025-03-10,Brazil,Brasilia,social_media
1561,Daniel,Adams,daniel.adams@yahoo.com,2024-11-25,United States,Boston,social_media
1562,Tyler,Rodriguez,tyler.rodriguez@outlook.com,2025-03-17,France,Marseille,organic_search
1563,Samuel,Walker,samuel.walker@hotmail.com,2024-01-05,Mexico,Monterrey,social_media
1564,Nicholas,Roberts,nicholas.roberts@icloud.com,2024-12-13,United States,Austin,social_media
1565,Rebecca,Jones,rebecca.jones@gmail.com,2024-04-19,United States,Chicago,organic_search
1566,Susan,Young,susan.young@hotmail.com,2024-04-29,United States,Houston,organic_search
1567,Daniel,Campbell,daniel.campbell@hotmail.com,2023-05-12,Australia,Perth,organic_search
1568,Steven,Davis,steven.davis@gmail.com,2025-06-23,Netherlands,Amsterdam,referral
1569,Helen,Green,helen.green@gmail.com,2023-08-09,India,Bangalore,email
1570,Timothy,Rodriguez,timothy.rodriguez@icloud.com,2024-06-01,Canada,Vancouver,social_media
1571,Gregory,Jackson,gregory.jackson@yahoo.com,2025-06-07,United States,Chicago,referral
1572,Julie,Gonzalez,julie.gonzalez@gmail.com,2024-02-21,Canada,Toronto,organic_search
1573,Sarah,Smith,sarah.smith@outlook.com,2024-11-28,France,Paris,organic_search
1574,Maria,Campbell,maria.campbell2@yahoo.com,2025-08-28,United States,Houston,social_media
1575,Melissa,Flores,melissa.flores@icloud.com,2025-06-17,Netherlands,Amsterdam,social_media
1576,Timothy,Jones,timothy.jones@icloud.com,2024-09-02,United States,Miami,organic_search
1577,Angela,Anderson,angela.anderson@gmail.com,2023-02-16,Canada,Montreal,paid_search
1578,Donna,Taylor,donna.taylor@hotmail.com,2023-11-20,Australia,Sydney,affiliate
1579,Elizabeth,Wright,elizabeth.wright@icloud.com,2025-10-21,United States,Miami,paid_search
1580,Samantha,Brown,samantha.brown@icloud.com,2025-08-22,Germany,Berlin,direct
1581,Kimberly,Adams,kimberly.adams@gmail.com,2024-06-18,United States,Seattle,organic_search
1582,Heather,Brown,heather.brown@yahoo.com,2023-05-08,United States,Austin,paid_search
1583,Elizabeth,Torres,elizabeth.torres@icloud.com,2024-12-09,Australia,Sydney,affiliate
1584,Sharon,Hill,sharon.hill@icloud.com,2023-09-23,India,Hyderabad,paid_search
1585,Jennifer,Miller,jennifer.miller@gmail.com,2024-12-18,United Kingdom,Manchester,social_media
1586,Joshua,Anderson,joshua.anderson@gmail.com,2024-02-06,India,Mumbai,social_media
1587,Timothy,Baker,timothy.baker@gmail.com,2025-03-03,Canada,Toronto,referral
1588,Carolyn,Rodriguez,carolyn.rodriguez@hotmail.com,2023-08-25,Australia,Melbourne,social_media
1589,Brandon,White,brandon.white@outlook.com,2023-04-29,United States,Seattle,paid_search
1590,Barbara,Nguyen,barbara.nguyen@gmail.com,2023-04-04,United States,Miami,affiliate
1591,Mary,Campbell,mary.campbell@yahoo.com,2023-04-27,France,Paris,organic_search
1592,Lisa,Jackson,lisa.jackson@gmail.com,2024-05-15,United States,Boston,affiliate
1593,Thomas,Hill,thomas.hill@hotmail.com,2023-06-07,United Kingdom,London,organic_search
1594,Brenda,Wilson,brenda.wilson@hotmail.com,2024-03-27,Australia,Brisbane,social_media
1595,Joshua,White,joshua.white@icloud.com,2025-12-14,United States,Houston,direct
1596,Kenneth,Hall,kenneth.hall@icloud.com,2024-12-10,United Kingdom,London,direct
1597,Alexander,Flores,alexander.flores@hotmail.com,2023-10-08,United States,Houston,direct
1598,Eric,Anderson,eric.anderson@outlook.com,2023-09-09,Australia,,paid_search
1599,Tyler,Martinez,tyler.martinez@gmail.com,2025-06-20,Mexico,Monterrey,email
1600,Ryan,Davis,ryan.davis@gmail.com,2024-07-07,United Kingdom,London,paid_search
1601,Stephanie,Martin,stephanie.martin@gmail.com,2025-02-25,United States,Boston,social_media
1602,Timothy,Harris,timothy.harris@hotmail.com,2025-02-15,United States,,organic_search
1603,Laura,Wright,laura.wright@gmail.com,2024-12-13,Germany,Berlin,direct
1604,Helen,Carter,helen.carter@outlook.com,2024-03-19,India,Bangalore,referral
1605,Amanda,Campbell,amanda.campbell@icloud.com,2023-04-27,United Kingdom,Leeds,referral
1606,Stephen,Harris,stephen.harris@outlook.com,2025-08-07,Netherlands,Utrecht,social_media
1607,Patrick,Torres,patrick.torres@icloud.com,2025-08-15,United States,Seattle,referral
1608,Donald,Rodriguez,donald.rodriguez@gmail.com,2023-06-25,United States,Phoenix,affiliate
1609,Jerry,Wright,jerry.wright@outlook.com,2023-03-21,United States,Seattle,email
1610,George,Moore,george.moore2@outlook.com,2023-09-12,France,Paris,paid_search
1611,Frank,Lee,frank.lee@outlook.com,2025-08-05,Netherlands,Rotterdam,organic_search
1612,Mary,Robinson,mary.robinson@gmail.com,2024-03-22,Mexico,Guadalajara,social_media
1613,Justin,Garcia,justin.garcia@outlook.com,2024-10-05,Brazil,Brasilia,affiliate
1614,Jeffrey,Lopez,jeffrey.lopez@outlook.com,2024-06-15,Australia,Brisbane,direct
1615,Thomas,Anderson,thomas.anderson@yahoo.com,2023-04-12,United States,Boston,paid_search
1616,Christine,Williams,christine.williams@yahoo.com,2024-10-11,Germany,Frankfurt,organic_search
1617,Janet,Anderson,janet.anderson@gmail.com,2024-06-11,India,Bangalore,organic_search
1618,Melissa,Wright,melissa.wright@gmail.com,2023-08-12,Canada,Montreal,organic_search
1619,Jeffrey,Davis,jeffrey.davis@icloud.com,2024-10-29,United States,Houston,social_media
1620,Rachel,Clark,rachel.clark@gmail.com,2023-10-21,Germany,Hamburg,organic_search
1621,Helen,White,helen.white@outlook.com,2025-02-06,Mexico,Monterrey,social_media
1622,Donna,Flores,donna.flores@gmail.com,2024-08-18,United States,New York,direct
1623,Nicole,Johnson,nicole.johnson@gmail.com,2025-11-12,Canada,Montreal,email
1624,Jack,Allen,jack.allen@icloud.com,2025-02-14,Australia,Melbourne,direct
1625,Robert,Nelson,robert.nelson@yahoo.com,2023-06-08,United States,Los Angeles,affiliate
1626,Mark,Torres,mark.torres@icloud.com,2025-05-06,Mexico,Monterrey,social_media
1627,Jessica,King,jessica.king2@outlook.com,2025-12-01,United Kingdom,Glasgow,social_media
1628,Andrew,Gonzalez,andrew.gonzalez@icloud.com,2024-11-04,United States,Houston,paid_search
1629,Jerry,White,jerry.white@yahoo.com,2023-08-25,United Kingdom,Bristol,email
1630,Jeffrey,Campbell,jeffrey.campbell@hotmail.com,2025-11-01,United States,Austin,organic_search
1631,George,Adams,george.adams@hotmail.com,2025-05-07,Canada,Calgary,paid_search
1632,Thomas,Wright,thomas.wright@yahoo.com,2023-10-10,France,Toulouse,email
1633,Julie,Jackson,julie.jackson@outlook.com,2025-04-16,United States,Los Angeles,social_media
1634,Charles,Torres,charles.torres2@outlook.com,2024-01-04,Brazil,Sao Paulo,direct
1635,Mary,Hernandez,mary.hernandez@gmail.com,2025-08-20,United Kingdom,Glasgow,referral
1636,Thomas,Williams,thomas.williams2@gmail.com,2023-09-29,Germany,Berlin,social_media
1637,Anna,Harris,anna.harris@hotmail.com,2024-05-09,United States,Seattle,email
1638,Jessica,Perez,jessica.perez@outlook.com,2023-08-09,Canada,Ottawa,affiliate
1639,Jennifer,Jones,jennifer.jones2@yahoo.com,2025-06-11,India,,paid_search
1640,Amy,Hall,amy.hall@yahoo.com,2023-11-08,Australia,Sydney,direct
1641,Nicole,Nguyen,nicole.nguyen@outlook.com,2025-02-15,Germany,Frankfurt,paid_search
1642,Daniel,Allen,daniel.allen@icloud.com,2024-04-20,United States,Los Angeles,paid_search
1643,Amanda,Brown,amanda.brown@icloud.com,2025-11-06,United Kingdom,Glasgow,direct
1644,Jason,Jackson,jason.jackson@outlook.com,2023-10-21,United States,Chicago,organic_search
1645,Jack,Campbell,jack.campbell@yahoo.com,2024-10-05,United Kingdom,Birmingham,organic_search
1646,Paul,Hernandez,paul.hernandez@gmail.com,2025-06-17,United States,Denver,paid_search
1647,Nancy,Jackson,nancy.jackson@outlook.com,2024-04-19,Mexico,Mexico City,email
1648,Charles,Miller,charles.miller@yahoo.com,2023-12-12,Canada,Ottawa,organic_search
1649,Jennifer,Wright,jennifer.wright@icloud.com,2025-09-27,France,Paris,direct
1650,Patricia,White,patricia.white@yahoo.com,2025-05-23,United States,Boston,referral
1651,Eric,Rodriguez,eric.rodriguez2@yahoo.com,2025-06-29,India,Mumbai,direct
1652,Angela,Taylor,angela.taylor@gmail.com,2023-08-27,Netherlands,Rotterdam,affiliate
1653,David,Mitchell,david.mitchell@yahoo.com,2023-11-17,Australia,Brisbane,social_media
1654,Emily,Robinson,emily.robinson@icloud.com,2024-10-06,Germany,Berlin,direct
1655,Robert,Ramirez,robert.ramirez2@outlook.com,2024-01-25,France,Marseille,direct
1656,Frank,Green,frank.green@gmail.com,2024-05-18,India,Mumbai,organic_search
1657,Timothy,Anderson,timothy.anderson@yahoo.com,2025-09-19,United States,Chicago,referral
1658,Maria,Young,maria.young@outlook.com,2025-11-23,United States,Los Angeles,direct
1659,Olivia,Wilson,olivia.wilson@gmail.com,2024-03-03,United Kingdom,Leeds,email
1660,Robert,Clark,robert.clark@outlook.com,2024-04-25,Canada,Ottawa,email
1661,Amy,King,amy.king@yahoo.com,2024-08-21,Brazil,Sao Paulo,email
1662,Gary,Green,gary.green@hotmail.com,2025-09-12,Canada,Ottawa,paid_search
1663,Mark,Davis,mark.davis@outlook.com,2024-10-28,United Kingdom,Leeds,paid_search
1664,Jason,Davis,jason.davis@yahoo.com,2023-08-21,United Kingdom,Birmingham,paid_search
1665,Ronald,Rivera,ronald.rivera@yahoo.com,2025-09-28,France,Toulouse,email
1666,Rachel,Thomas,rachel.thomas2@yahoo.com,2025-04-17,United States,,organic_search
1667,Jerry,Lee,jerry.lee@outlook.com,2025-03-12,Germany,Frankfurt,referral
1668,Jason,Sanchez,jason.sanchez@outlook.com,2025-09-21,India,,referral
1669,Amanda,Green,amanda.green@gmail.com,2024-03-29,United States,Seattle,social_media
1670,Nancy,Wright,nancy.wright@yahoo.com,2024-11-06,France,Paris,organic_search
1671,Brenda,Johnson,brenda.johnson@gmail.com,2024-11-13,France,Paris,direct
1672,Jerry,Roberts,jerry.roberts@icloud.com,2025-11-28,United States,New York,organic_search
1673,Jonathan,Gonzalez,jonathan.gonzalez@yahoo.com,2024-04-14,Netherlands,Rotterdam,paid_search
1674,Christopher,White,christopher.white2@yahoo.com,2023-01-28,United States,Houston,organic_search
1675,John,Carter,john.carter@icloud.com,2025-09-20,United States,Seattle,organic_search
1676,Paul,Martin,paul.martin@gmail.com,2023-03-11,United States,Houston,paid_search
1677,Jessica,Harris,jessica.harris@hotmail.com,2023-06-23,United States,Phoenix,organic_search
1678,Nicholas,Campbell,nicholas.campbell@hotmail.com,2023-11-07,United States,Miami,organic_search
1679,Nicole,Sanchez,nicole.sanchez@yahoo.com,2024-10-24,Netherlands,Rotterdam,social_media
1680,Olivia,Johnson,olivia.johnson@outlook.com,2023-07-24,United States,Houston,paid_search
1681,Christine,Torres,christine.torres@hotmail.com,2023-07-10,United States,Seattle,paid_search
1682,Edward,Scott,edward.scott@outlook.com,2025-12-28,United Kingdom,Bristol,social_media
1683,Timothy,Johnson,timothy.johnson@hotmail.com,2023-08-10,Australia,Brisbane,social_media
1684,Emma,Johnson,emma.johnson@hotmail.com,2025-01-27,France,Toulouse,social_media
1685,Susan,Adams,susan.adams@outlook.com,2023-07-15,United States,Los Angeles,social_media
1686,Anthony,Young,anthony.young@icloud.com,2025-04-05,United States,Chicago,email
1687,Jacob,King,jacob.king@icloud.com,2025-10-07,Australia,Sydney,paid_search
1688,Michelle,Mitchell,michelle.mitchell@outlook.com,2024-10-20,Netherlands,Amsterdam,email
1689,Scott,Clark,scott.clark@gmail.com,2025-09-27,United States,Houston,social_media
1690,Kenneth,Adams,kenneth.adams@yahoo.com,2025-11-19,United States,Denver,social_media
1691,Jack,Campbell,jack.campbell@gmail.com,2023-06-08,India,Hyderabad,paid_search
1692,Dennis,Smith,dennis.smith@yahoo.com,2023-12-07,United Kingdom,London,organic_search
1693,Joseph,Williams,joseph.williams@hotmail.com,2025-12-10,United Kingdom,Bristol,social_media
1694,Olivia,Scott,olivia.scott@hotmail.com,2023-08-29,United States,Phoenix,social_media
1695,Donna,Campbell,donna.campbell@outlook.com,2025-01-31,Canada,Ottawa,social_media
1696,Nancy,Martinez,nancy.martinez@outlook.com,2025-01-30,Canada,Vancouver,social_media
1697,Steven,Walker,steven.walker@hotmail.com,2023-10-05,United States,Austin,organic_search
1698,Janet,Walker,janet.walker2@yahoo.com,2025-08-21,United Kingdom,,organic_search
1699,James,Martin,james.martin@yahoo.com,2025-07-28,United States,Los Angeles,paid_search
1700,Linda,Flores,linda.flores@hotmail.com,2024-12-18,Canada,Toronto,email
1701,Mark,Thompson,mark.thompson@gmail.com,2024-08-05,India,Bangalore,direct
1702,Jason,Nguyen,jason.nguyen@outlook.com,2024-06-05,United States,Seattle,social_media
1703,Samuel,Nelson,samuel.nelson@yahoo.com,2023-07-30,United States,Chicago,referral
1704,Emily,Lopez,emily.lopez@outlook.com,2025-12-05,Canada,Vancouver,social_media
1705,Jerry,Harris,jerry.harris@outlook.com,2024-07-21,Canada,Ottawa,affiliate
1706,Jack,Flores,jack.flores@hotmail.com,2024-04-19,United States,New York,affiliate
1707,Barbara,Flores,barbara.flores@yahoo.com,2023-01-01,United States,Denver,paid_search
1708,Michael,Rodriguez,michael.rodriguez@icloud.com,2025-08-24,France,Toulouse,paid_search
1709,Nicholas,Carter,nicholas.carter@gmail.com,2025-02-11,United States,Seattle,referral
1710,Alexander,Walker,alexander.walker@outlook.com,2024-10-11,United States,Miami,social_media
1711,Helen,Wilson,helen.wilson@yahoo.com,2023-10-20,India,Bangalore,direct
1712,Pamela,Lewis,pamela.lewis@hotmail.com,2023-09-04,Germany,Hamburg,social_media
1713,Laura,Adams,laura.adams@outlook.com,2025-08-12,United States,Austin,referral
1714,Brian,Campbell,brian.campbell@hotmail.com,2024-01-27,United States,Miami,paid_search
1715,Daniel,Mitchell,daniel.mitchell@gmail.com,2025-12-13,United States,Austin,organic_search
1716,Nicole,Martin,nicole.martin@outlook.com,2024-06-03,United States,Austin,social_media
1717,Mary,Hill,mary.hill@outlook.com,2025-09-07,United States,Phoenix,paid_search
1718,Carolyn,Rivera,carolyn.rivera@outlook.com,2023-03-04,United States,New York,direct
1719,Jacob,Hill,jacob.hill2@yahoo.com,2023-08-01,United States,Miami,organic_search
1720,Patricia,Flores,patricia.flores@yahoo.com,2023-09-27,Australia,Melbourne,organic_search
1721,Jessica,Brown,jessica.brown@hotmail.com,2024-10-05,Germany,Berlin,organic_search
1722,Brenda,Moore,brenda.moore@yahoo.com,2024-11-12,Germany,Berlin,direct
1723,Kenneth,Rivera,kenneth.rivera@yahoo.com,2025-01-20,Brazil,Brasilia,social_media
1724,Debra,Sanchez,debra.sanchez@hotmail.com,2023-05-06,Netherlands,Utrecht,organic_search
1725,Heather,Allen,heather.allen@yahoo.com,2023-12-20,Australia,,social_media
1726,Emily,Hill,emily.hill@yahoo.com,2023-12-21,Germany,Frankfurt,email
1727,James,Martin,james.martin@outlook.com,2024-11-30,Canada,Toronto,social_media
1728,Carolyn,Garcia,carolyn.garcia@icloud.com,2023-08-27,India,Mumbai,direct
1729,Lisa,Campbell,lisa.campbell@gmail.com,2023-02-11,United States,Boston,referral
1730,Tyler,Smith,tyler.smith@yahoo.com,2023-06-16,Germany,Frankfurt,direct
1731,Ashley,Martin,ashley.martin@yahoo.com,2024-09-27,Australia,Melbourne,organic_search
1732,Alexander,Jackson,alexander.jackson@yahoo.com,2024-10-08,United States,Boston,social_media
1733,Matthew,Moore,matthew.moore@yahoo.com,2024-06-15,United States,Phoenix,email
1734,Kimberly,Garcia,kimberly.garcia@hotmail.com,2024-12-15,United States,Austin,referral
1735,Eric,Lewis,eric.lewis@yahoo.com,2025-02-28,United States,Boston,organic_search
1736,Larry,Wilson,larry.wilson@hotmail.com,2024-02-29,United States,Phoenix,paid_search
1737,Nicholas,Scott,nicholas.scott@outlook.com,2024-06-12,United States,Houston,organic_search
1738,Kimberly,Williams,kimberly.williams@gmail.com,2024-01-17,United Kingdom,Bristol,social_media
1739,Kathleen,Nguyen,kathleen.nguyen@outlook.com,2023-03-11,United States,Seattle,paid_search
1740,Susan,Green,susan.green@outlook.com,2023-11-22,Netherlands,Amsterdam,social_media
1741,Kevin,Perez,kevin.perez@gmail.com,2024-09-19,United States,Austin,organic_search
1742,Brenda,Lopez,brenda.lopez@gmail.com,2025-07-23,United Kingdom,Glasgow,social_media
1743,Raymond,Ramirez,raymond.ramirez@hotmail.com,2024-06-01,United Kingdom,Manchester,referral
1744,Scott,Perez,scott.perez@hotmail.com,2023-03-24,Germany,Hamburg,affiliate
1745,Sandra,Carter,sandra.carter@icloud.com,2024-07-05,United States,Seattle,affiliate
1746,Rebecca,Nguyen,rebecca.nguyen@gmail.com,2024-09-07,United States,Chicago,direct
1747,Carolyn,King,carolyn.king@yahoo.com,2023-09-24,India,Delhi,email
1748,Tyler,Brown,tyler.brown@gmail.com,2024-12-09,United States,Chicago,social_media
1749,Nancy,Robinson,nancy.robinson@gmail.com,2023-12-19,Germany,Munich,paid_search
1750,David,Lopez,david.lopez@yahoo.com,2023-07-04,Netherlands,Rotterdam,referral
1751,Karen,Baker,karen.baker@icloud.com,2023-01-11,Netherlands,Rotterdam,social_media
1752,Brian,Miller,brian.miller@hotmail.com,2024-03-11,Canada,Calgary,direct
1753,Debra,Harris,debra.harris@hotmail.com,2025-03-04,Australia,Sydney,organic_search
1754,Heather,Rodriguez,heather.rodriguez@hotmail.com,2025-05-19,France,Marseille,social_media
1755,Jonathan,Jones,jonathan.jones@outlook.com,2023-02-25,United Kingdom,Bristol,paid_search
1756,Helen,Lopez,helen.lopez@yahoo.com,2025-10-23,United States,Austin,direct
1757,Brandon,Hill,brandon.hill@hotmail.com,2023-10-10,India,Delhi,social_media
1758,Jennifer,Wilson,jennifer.wilson@outlook.com,2025-02-25,United Kingdom,Birmingham,email
1759,Jason,Martinez,jason.martinez@outlook.com,2023-03-13,United States,Denver,paid_search
1760,Sharon,Lopez,sharon.lopez@yahoo.com,2023-08-06,United States,Miami,social_media
1761,David,Thompson,david.thompson@gmail.com,2023-01-26,Germany,Frankfurt,organic_search
1762,Thomas,Torres,thomas.torres2@yahoo.com,2025-09-22,Germany,Berlin,email
1763,Debra,Sanchez,debra.sanchez2@gmail.com,2023-08-26,United States,Phoenix,email
1764,Cynthia,Allen,cynthia.allen@outlook.com,2025-12-31,France,Marseille,affiliate
1765,Joseph,Lopez,joseph.lopez@hotmail.com,2023-06-13,Canada,Calgary,organic_search
1766,Amanda,Rivera,amanda.rivera@icloud.com,2025-07-20,United States,Miami,social_media
1767,Kathleen,Jackson,kathleen.jackson@gmail.com,2025-07-31,United States,Denver,paid_search
1768,Scott,Baker,scott.baker@outlook.com,2024-08-29,United States,Austin,referral
1769,Patricia,Wright,patricia.wright@outlook.com,2025-05-04,United States,Austin,organic_search
1770,Carol,Martin,carol.martin@gmail.com,2023-03-16,Canada,Montreal,social_media
1771,Ronald,Thomas,ronald.thomas@yahoo.com,2023-09-16,United States,Los Angeles,referral
1772,Katherine,Young,katherine.young@hotmail.com,2025-07-27,Brazil,Rio de Janeiro,email
1773,Ashley,Campbell,ashley.campbell@icloud.com,2023-06-06,Canada,Toronto,paid_search
1774,Robert,Martinez,robert.martinez@icloud.com,2023-07-27,Mexico,Monterrey,paid_search
1775,Patrick,Garcia,patrick.garcia@outlook.com,2025-05-15,India,Bangalore,social_media
1776,Lisa,Mitchell,lisa.mitchell@outlook.com,2025-06-06,Australia,Sydney,affiliate
1777,Julie,Gonzalez,julie.gonzalez@icloud.com,2025-11-18,United States,Phoenix,social_media
1778,Julie,Thomas,julie.thomas@gmail.com,2024-03-16,United States,Denver,referral
1779,Laura,Moore,laura.moore@yahoo.com,2025-03-27,United States,New York,direct
1780,Gregory,Jackson,gregory.jackson@outlook.com,2023-02-08,United States,Houston,referral
1781,Frank,Rodriguez,frank.rodriguez@outlook.com,2024-10-13,United States,Boston,organic_search
1782,Mark,Johnson,mark.johnson@outlook.com,2024-08-12,United States,Boston,referral
1783,Helen,Robinson,helen.robinson@icloud.com,2024-11-04,United Kingdom,Glasgow,social_media
1784,Jacob,Scott,jacob.scott@gmail.com,2024-12-10,United States,Austin,direct
1785,Karen,Robinson,karen.robinson@hotmail.com,2025-03-09,United States,Chicago,paid_search
1786,Robert,Nelson,robert.nelson@icloud.com,2025-09-23,Mexico,Monterrey,social_media
1787,Brian,Garcia,brian.garcia@yahoo.com,2024-09-14,Australia,Brisbane,paid_search
1788,Kenneth,Lewis,kenneth.lewis2@gmail.com,2023-12-08,United States,Boston,email
1789,Larry,Ramirez,larry.ramirez@hotmail.com,2024-08-04,Mexico,Mexico City,social_media
1790,Gary,Thomas,gary.thomas@hotmail.com,2025-02-14,India,Delhi,email
1791,Jessica,Miller,jessica.miller@hotmail.com,2024-08-15,United States,Los Angeles,organic_search
1792,Christopher,Roberts,christopher.roberts@hotmail.com,2024-03-21,Canada,,social_media
1793,Scott,Moore,scott.moore@outlook.com,2024-10-12,France,Paris,social_media
1794,Jonathan,Sanchez,jonathan.sanchez@yahoo.com,2025-08-08,Netherlands,Rotterdam,paid_search
1795,Cynthia,Hernandez,cynthia.hernandez@yahoo.com,2025-12-26,United Kingdom,London,direct
1796,Heather,Robinson,heather.robinson@yahoo.com,2025-02-24,Germany,Berlin,social_media
1797,Sharon,Clark,sharon.clark@hotmail.com,2024-04-04,United States,New York,organic_search
1798,Samantha,Allen,samantha.allen@gmail.com,2023-02-16,Canada,Calgary,paid_search
1799,Ashley,Hernandez,ashley.hernandez@icloud.com,2025-01-28,Germany,Berlin,organic_search
1800,Scott,Adams,scott.adams@hotmail.com,2023-11-27,Canada,Vancouver,social_media
1801,Patrick,Thomas,patrick.thomas@yahoo.com,2024-02-14,United Kingdom,Bristol,paid_search
1802,Donna,Jones,donna.jones@gmail.com,2025-07-29,United States,Denver,paid_search
1803,Helen,Lewis,helen.lewis@yahoo.com,2025-10-21,France,Toulouse,email
1804,Helen,Perez,helen.perez@yahoo.com,2023-01-15,United States,Los Angeles,referral
